from_page_url,name,url,money,des,content,label,mark
https://www.zbj.com/xq/sjclrj/r4p3/?kw&osStr,图片转URL链接(对接阿里云对象存储 ),https://www.zbj.com/xq/rlquGkHg8envpGF5.html,1500元,数据处理软件开发,"PC端/对接我的阿里云对象存储 OSS 1.需要一个页面,将我提交的图片转成URL链接,和阿里云对接. 每张上传的图片采取自动命名,防止重复. 2.需要有多人使用,每个人只能看到自己提交的图片链接,要可以批量上传图片的,一次性的. 3.需要有后台管理系统,只有一个人能看到,目的是查看后台图片库,进行删除. 4.需要对使用人做个监督,用任何方式更改即可让某一个人无法使用图片进行上传产品",,已完结 2024-02-29发布
https://www.zbj.com/xq/sjclrj/r4p3/?kw&osStr,企业级数据中台,https://www.zbj.com/xq/Z3L2crXlCUwCxCuN.html,100000元,数据处理软件开发,构建一套集采集、治理、开发、分析、发布等各类数据处理功能为一体的数据融合平台，汇集企业生产数据、互联网数据等各类数据资源，利用数据治理工具将其进一步转化为数据资产，为各类应用提供数据挖掘、数据分析等数据服务。API服务接口方式对外提供数据共享服务。,混合处理 Java MySQL 其他 源码交付 其他,进行中 2024-02-29发布
https://www.zbj.com/xq/sjclrj/r4p3/?kw&osStr,基于SuperMap的自然资源管理系统,https://www.zbj.com/xq/u2rkdiMhFGFYlxFV.html,待服务商报价,数据处理软件开发,参考效果：参照自然资源管理系统,JavaScript CSS SQL Server,进行中 2024-02-28发布
https://www.zbj.com/xq/sjclrj/r4p3/?kw&osStr,模型格式LAS转3Dtiles转换工具,https://www.zbj.com/xq/MgYNA3oSwYyXq1VX.html,待服务商报价,数据处理软件开发,1、需要开发一个转换工具，将激光点云模型（格式.las）转换为3D Tiles标准格式（格式.b3dm）。 2、转换后的3Dtiles支持LOD分层保证良好的加载性能。 3、开发语言最好为C++，也可以为其他语言，最后软件需要打包为.exe。 4、软件需要支持用cmd命令行执行转换任务，调用exe 加 转换文件路径和输出路径 可以执行转换。 5、转换过程中的进度需要在输出目录写入到txt文件中，显示转换进度百分比，以及约定好异常报错信息和错误码。,C++,进行中 2024-02-28发布
https://www.zbj.com/xq/sjclrj/r4p3/?kw&osStr,数据曲线动态图模拟器,https://www.zbj.com/xq/RViycrdSkQpqJ9XN.html,待服务商报价,数据处理软件开发,• 应用场景：淘宝运营教学，模拟生意参谋 • 参考效果：如下面图 • 需服务商提供：源码,混合处理 Java 定制开发 源码交付 数据报告软件,进行中 2024-02-28发布
https://www.zbj.com/xq/sjclrj/r4p3/?kw&osStr,开发一个设备云维系统,https://www.zbj.com/xq/OsJzwGFfmlUFaciX.html,待服务商报价,数据处理软件开发,开发一个设备云维系统1,Java MySQL 源码交付,进行中 2024-02-28发布
https://www.zbj.com/xq/sjclrj/r4p3/?kw&osStr,制作Excel表格自动计算求和,https://www.zbj.com/xq/QdTKiD2S44czzYYQ.html,待服务商报价,数据处理软件开发,将表格复制到制作好的表格内自动计算出结；包含：品名、规格、件数 ；计算出重量、体积,定制开发,进行中 2024-02-28发布
https://www.zbj.com/xq/sjclrj/r4p3/?kw&osStr,数据统计工具软件开发,https://www.zbj.com/xq/f5LTjzNMxIJlCwhx.html,待服务商报价,数据处理软件开发,3-7位数数据统计工具,定制开发 统计报告软件,进行中 2024-02-28发布
https://www.zbj.com/xq/sjclrj/r4p3/?kw&osStr,sm2算法VB6代码,https://www.zbj.com/xq/roxWMtU16AM0WD1x.html,1000元,数据处理软件开发中山,给源代码在网上下载一个国密工具验证结果是一样的就可以了。,其他 定制开发 其他,进行中 2024-02-28发布
https://www.zbj.com/xq/sjclrj/r4p3/?kw&osStr,引用sqlite3.dll 中的函数制作,https://www.zbj.com/xq/Jt2uPuu9M2BpMrao.html,200元,数据处理软件开发,1.通过sqlite3.dll 打开带密码的数据库 2.根据DLL文件的函数，用python操作sqlite 3.实现查，增，改，删，导出数据到表,Python SQLite 源码交付 其他,进行中 2024-02-27发布
https://www.zbj.com/xq/sjclrj/r4p3/?kw&osStr,抖店订单自动备注抖音昵称,https://www.zbj.com/xq/kKFChUiHHeys5gPj.html,1000元,数据处理软件开发,抖店订单自动备注抖音昵称。，,,进行中 2024-02-27发布
https://www.zbj.com/xq/sjclrj/r4p3/?kw&osStr,需要开发一个桌面应用程序,https://www.zbj.com/xq/Wv9duOXfCGx4Slqf.html,10000元,数据处理软件开发,需求一个桌面应用程序，用于辅助生产，提高工作效率。要求对快手有所了解，核心功能点需要获取到账号粉丝数。,批处理 C# Java 定制开发 源码交付 成品购买 其他,进行中 2024-02-27发布
https://www.zbj.com/xq/sjclrj/r4p3/?kw&osStr,用python抓取js动态数据,https://www.zbj.com/xq/l7LVy1eJZBA8XwAk.html,500元,数据处理软件开发,• 参考效果：需要把页面的数据都抓取出来 • 应用场景：看图片的返回js动态数据 • 需服务商提供：源码,Python,进行中 2024-02-27发布
https://www.zbj.com/xq/sjclrj/r4p3/?kw&osStr,前端数据导入导出开发,https://www.zbj.com/xq/BHyVBIT5Fyc0ATtc.html,120元,数据处理软件开发,由于功能升级，需要在原有的基础上开发数据导入导出的功能，就一个页面,,进行中 2024-02-27发布
https://www.zbj.com/xq/sjclrj/r4p3/?kw&osStr,生成银河麒麟环境的tensorflow库,https://www.zbj.com/xq/bBd9KPm4EVm05bQv.html,500元,数据处理软件开发,"1）银河麒麟环境为V10版本，操作系统可以在官网上下载实用版本,kylinos.cn 2）tensorflow版本为2.3",Python,进行中 2024-02-27发布
https://www.zbj.com/xq/sjclrj/r4p2/?kw&osStr,Dolphine软件数据解析,https://www.zbj.com/xq/L9Nidccqs9QXddJM.html,10000元,数据处理软件开发,1.dolphin数据迁移，解析dolphin数据库结构和图像文件，迁移dolphin的dolphin数据和图像 2.dolphin头侧图像的定点数据解析,,进行中 2024-03-08发布
https://www.zbj.com/xq/sjclrj/r4p2/?kw&osStr,工具对指定的地点进行采集,https://www.zbj.com/xq/sW9Y8THRcjL5GZr7.html,待服务商报价,数据处理软件开发,现有脚本工具，但是想在现有工具上进行升级,源码交付 成品购买 人工服务,进行中 2024-03-08发布
https://www.zbj.com/xq/sjclrj/r4p2/?kw&osStr,matlab遗传算法 最优路径找代做,https://www.zbj.com/xq/WjqPm76RgqiwjsXa.html,待服务商报价,数据处理软件开发,找代做，修改代码，提供数据,,进行中 2024-03-08发布
https://www.zbj.com/xq/sjclrj/r4p2/?kw&osStr,工具软件数字统计1-49个数字按余数分析,https://www.zbj.com/xq/sl1N7VbuypDrKsVi.html,待服务商报价,数据处理软件开发广州,工具软件根据随机产生的1-49个数字，进行余数分类，,统计报告软件 成品购买 定制开发 混合处理,已完结 2024-03-07发布
https://www.zbj.com/xq/sjclrj/r4p2/?kw&osStr,数据处理软件开发,https://www.zbj.com/xq/o7thQLOHi6gejULl.html,300元,数据处理软件开发,• 应用场景：excel,Python 批处理,进行中 2024-03-07发布
https://www.zbj.com/xq/sjclrj/r4p2/?kw&osStr,开发alexa技能,https://www.zbj.com/xq/DRMFbwdSUjpB0Kkx.html,待服务商报价,数据处理软件开发,开发一个alexa技能包括skill和lamdba,,进行中 2024-03-07发布
https://www.zbj.com/xq/sjclrj/r4p2/?kw&osStr,python脚本定做,https://www.zbj.com/xq/9b28vBWC1HctvXKj.html,待服务商报价,数据处理软件开发,脚本定做开发处理信息和匹配数据，价格可聊,混合处理 Python 数据报告软件,进行中 2024-03-07发布
https://www.zbj.com/xq/sjclrj/r4p2/?kw&osStr,python自动化办公,https://www.zbj.com/xq/w9SKGBa7jxvW60bx.html,100元,数据处理软件开发,• 应用场景：多个excel汇总，核对，查询所需效果； • 参考效果：数据合并，并统计业绩。,混合处理 Python 其他,进行中 2024-03-06发布
https://www.zbj.com/xq/sjclrj/r4p4/?kw&osStr,用python或其他语言的程序修改音频,https://www.zbj.com/xq/XWk97oyurgLIqZ7f.html,300元,数据处理软件开发,我有两个音频： 1.原素材音频 2.用机器人根据原素材音频字幕读出来的音频 问题： 这两个音频在节奏上有一定的偏差。 希望的解决办法： 用程序检测原音频的每个字出现的时间点，按顺序挪动机器人的音频中的每个字，实现对音频节奏的矫正。,定制开发 源码交付 其他,进行中 2024-02-27发布
https://www.zbj.com/xq/sjclrj/r4p2/?kw&osStr,能用于旅游景点的协同过滤算法的数据集吗,https://www.zbj.com/xq/I6c0YeC6iD29XFhl.html,待服务商报价,数据处理软件开发,获取携程等官网的用户数据集用户对不同景点进行打分要求有交叉，可用于协同过滤算法的分析的数据集,Python,进行中 2024-03-06发布
https://www.zbj.com/xq/sjclrj/r4p4/?kw&osStr,双色球缩水工具,https://www.zbj.com/xq/cKU5ZP1Yj1xqAVeF.html,待服务商报价,数据处理软件开发,需求双色球缩水工具，怎样解决,,进行中 2024-02-27发布
https://www.zbj.com/xq/sjclrj/r4p2/?kw&osStr,数据API接口获取,https://www.zbj.com/xq/IiBkM2yQFsGs4flI.html,待服务商报价,数据处理软件开发,商品列表页面的产品API数据 python实现 获取,Python,进行中 2024-03-06发布
https://www.zbj.com/xq/sjclrj/r4p4/?kw&osStr,要做一个做足球比赛胜率预测的贝叶斯推断,https://www.zbj.com/xq/j1CQb2503t1INwcw.html,待服务商报价,数据处理软件开发,要做一个做足球比赛胜率预测的贝叶斯推断数学模型。整个数学模型有了已经会提供 （12个公式），只需要把模型编出来即可。,C C++ Python,进行中 2024-02-26发布
https://www.zbj.com/xq/sjclrj/r4p2/?kw&osStr,python开发webservice,https://www.zbj.com/xq/1sz3HM3rWA9tEtV6.html,1000元,数据处理软件开发,根据wsdl描述文件文件，开发适配wsdl描述文件的soap webservice服务即可，有意联系本人，给与wsdl文件,Python 定制开发,已完结 2024-03-05发布
https://www.zbj.com/xq/sjclrj/r4p4/?kw&osStr,软件数据导出,https://www.zbj.com/xq/muCmsxEi0WBwt5Yf.html,待服务商报价,数据处理软件开发,电脑专用软件数据导出，做成表格,,进行中 2024-02-26发布
https://www.zbj.com/xq/sjclrj/r4p2/?kw&osStr,简单Python script修复bug,https://www.zbj.com/xq/QXFPnDi0118LA9TA.html,50元,数据处理软件开发,"需要一天内完成 Your primary task would revolve around addressing logic errors within my script starting from some instruction I will provide. This role perfectly fits an individual with in-depth Python understanding and extensive experience in dealing with logical errors and fixing scripts-resultantly enhancing overall script performance. A first problem is that the script seems bound by particular dependencies and being poorly documented it is difficult to understand what causes the startup problem. Fixed that, we will move to the final editing of the script used to save output data to SQL table. we have a windows machine where is running a python script in 2.7 it uses YAAFE (that's a music and speech detection) open source it doesn't ' run for some reason and the main problem is that the script seems bound by particular dependencies and being poorly documented so it is difficult to understand what causes th",批处理 Python MySQL 定制开发 源码交付,进行中 2024-03-05发布
https://www.zbj.com/xq/sjclrj/r4p4/?kw&osStr,在君正t31上基于tutk实现wifi,https://www.zbj.com/xq/mWFRgYzIfgGz3h6l.html,10000元,数据处理软件开发,要求：精通ipc应用编程，有君正平台的开发经验 功能需求： 1. 基于tutk实现音视频+控制，对接kalay 2. 单向视频，双向音频通话 3. wifi配网和管理 4. 控制指令的串口透传 5. mp4录制和回放,定制开发 源码交付 其他,进行中 2024-02-26发布
https://www.zbj.com/xq/sjclrj/r4p2/?kw&osStr,程序功能开发,https://www.zbj.com/xq/HxsttYMKifWvGhqm.html,10000元,数据处理软件开发,以项目制形式进行合作，我们提供需求和方法，对方协助完成程序开发。,C# 流处理 MySQL 二次开发 源码交付 其他,进行中 2024-03-04发布
https://www.zbj.com/xq/sjclrj/r4p4/?kw&osStr,数据处理软件开发,https://www.zbj.com/xq/baw7PDcoUjletrBm.html,待服务商报价,数据处理软件开发,把PDF里面的图表提出来复制到自己的EXCEL表格里，不要图片式的粘贴,批处理 人工服务,进行中 2024-02-26发布
https://www.zbj.com/xq/sjclrj/r4p2/?kw&osStr,数据处理软件开发,https://www.zbj.com/xq/gZ1KeqXHuLZ7QkFf.html,36000元,数据处理软件开发,有个仪器监测数据存在仪器自带电脑上，另一个仪器监测数据存在另一个电脑上，我的需求就是把这两个电脑的数据综合到一个电脑上用个计算软件按公式计算显示出来,混合处理,进行中 2024-03-04发布
https://www.zbj.com/xq/sjclrj/r4p2/?kw&osStr,美团商家端自动化数据管理系统,https://www.zbj.com/xq/A9CYzi3bI0b3Rb2s.html,待服务商报价,数据处理软件开发,连锁门店需要对美团商家端后台数据进行分析汇总，广告投放设定。,,进行中 2024-03-04发布
https://www.zbj.com/xq/sjclrj/r4p4/?kw&osStr,开发双闪数模在线计算系统,https://www.zbj.com/xq/Ms2UWtYTejc41hSZ.html,500000元,数据处理软件开发,系统自动地从闪速熔炼、闪速吹炼的过程控制级简DCS）获知过程事件的发 生、定周期的采集过程参数，根据过程事件的性质作出相应的处理，通过参数计算模型计算 出控制参数最佳设定值并输出，设定到过程控制级。目前运行在小型机上，采用主备服务器 自动切换。 ⚫ 开发语言：C++，采用 C/S 架构 ⚫ 实时数据库：PI ⚫ 通过 OPC（Server 与 DCS 通信 ⚫ 通过 LIMS简检化验系统）webservice 接口，获取化验数据,C# 源码交付,已完结 2024-02-26发布
https://www.zbj.com/xq/sjclrj/r4p2/?kw&osStr,数据处理软件开发,https://www.zbj.com/xq/Jgf7dikdIGTKVykW.html,待服务商报价,数据处理软件开发,网页数据，APP数据抓取,其他,进行中 2024-03-03发布
https://www.zbj.com/xq/sjclrj/r4p4/?kw&osStr,大数据软件定制化开发,https://www.zbj.com/xq/ozvHroVsUf4jplGk.html,57600元,数据处理软件开发,应用场景：各系统数据进行融合成一体化库，做相应数据和功能应用,Java 批处理 MySQL Redis 其他 定制开发 人工服务 统计报告软件,进行中 2024-02-25发布
https://www.zbj.com/xq/sjclrj/r4p2/?kw&osStr,数学题库组卷功能,https://www.zbj.com/xq/t0XBks2Og5lKAzFj.html,待服务商报价,数据处理软件开发,支持docx批量按题目答案解析难度考点来源等导入，并支持个性化导出,,进行中 2024-03-03发布
https://www.zbj.com/xq/sjclrj/r4p4/?kw&osStr,电子元器件DATASHEET批量下zai,https://www.zbj.com/xq/qdBxFlRSAE9WXH16.html,待服务商报价,数据处理软件开发,在国外网站批量下zai电子元器件数据手册,批处理,进行中 2024-02-25发布
https://www.zbj.com/xq/sjclrj/r4p2/?kw&osStr,一套系统。系统利用语言大模型，调用律师预,https://www.zbj.com/xq/fuHlUFOF1nBBhJav.html,待服务商报价,数据处理软件开发,一套系统。系统利用语言大模型，调用律师预先写好的知识，向用户提供咨询服务和提供特定文本（比如起诉状）。详见附件,定制开发 数据报告软件,进行中 2024-03-03发布
https://www.zbj.com/xq/sjclrj/r4p4/?kw&osStr,python代码编写,https://www.zbj.com/xq/Fd7hDhXMkVbcXZKf.html,100元,数据处理软件开发,写一个python 从url.txt里面拿域名，里面的域名会是：http://1.com，然后换行http://2.com等等，一个换行就会是一条新域名。 然后从file.txt里面拿文件名，里面的文件名会是：/1.html，然后换行/2.html等等，一个换行就会是一条新的文件名 用url.txt里面的所有的域名匹配所有file.txt，依次打开，返回状态码200的网站 例子： 1.txt里面有http://1.com、http://2.com、http://3.com三条域名 2.txt里面有/1.html、/2.html、/3.html三个文件名 则依次打开 http://1.com/1.html http://1.com/2.html http://1.com/3.html http://2.com/1.html http://2.com/2.html http://2.com/3.html http://3.com/1.html http://3.com/2.html http://3.com/3.html 这所有的域名，并把状态码200具体网址，保存到python目录下url200.txt的文件里面,批处理 Python,进行中 2024-02-25发布
https://www.zbj.com/xq/sjclrj/r4p2/?kw&osStr,大智慧扩展接口,https://www.zbj.com/xq/IjvBo4l8WWsX4MRP.html,500元,数据处理软件开发,大智慧扩展接口软件获取指标数据,,进行中 2024-03-03发布
https://www.zbj.com/xq/sjclrj/r4p4/?kw&osStr,用C#开发一个串口试验小程序,https://www.zbj.com/xq/pmWoqzIKzujXmMY6.html,待服务商报价,数据处理软件开发,在附伴中的图上输入框中输入1∽934中的任意一个数字，通过串口传到下位机，然后接收下位机传上来数据，并在图中将数据以折线的方式显示出来。,C# 源码交付 模版开发 其他,已完结 2024-02-25发布
https://www.zbj.com/xq/sjclrj/r4p4/?kw&osStr,音视频记录仪管理系统,https://www.zbj.com/xq/zagiJZ6TCJYXd0oB.html,待服务商报价,数据处理软件开发,1、一款定制的音视频记录仪的管理系统 2、和原来硬件协议兼容,MySQL SQL Server C++ Java,进行中 2024-02-24发布
https://www.zbj.com/xq/sjclrj/r4p2/?kw&osStr,图表模块对接,https://www.zbj.com/xq/AGTqD4dz5j6idCgw.html,20000元,数据处理软件开发,我们开发了一个基于Electron框架的行情软件用于日常看行情走势，需要一个有electron产品开发经验，主要对接一下图表这一模块，图表这个模块我们已经有源代码可以直接使用，主要是把该模块和软件其他模块对接上，这样我们完成一个早期的产品。 • 产品类型：实时处理行情数据的，实现用户日常看盘,批处理 js node electron addon umi node c++ 二次开发 源码交付,进行中 2024-03-03发布
https://www.zbj.com/xq/sjclrj/r4p4/?kw&osStr,有c++源码 后期添加统计公式,https://www.zbj.com/xq/GJ202SS7Ck0HCkLi.html,100元,数据处理软件开发个人,"cp数据据 统计 验证等 ，有源码,民间业余研究爱好，每次添加公式钱不多，100一起。",二次开发 源码交付,进行中 2024-02-24发布
https://www.zbj.com/xq/sjclrj/r4p2/?kw&osStr,图表模块对接,https://www.zbj.com/xq/vvRjeTp5GXyZbxMF.html,20000元,数据处理软件开发,我们开发了一个基于Electron框架的行情软件用于日常看行情走势，需要一个有electron产品开发经验，主要对接一下图表这一模块，图表这个模块我们已经有源代码可以直接使用，主要是把该模块和软件其他模块对接上，这样我们完成一个早期的产品。 • 产品类型：实时处理行情数据的，实现用户日常看盘,二次开发 源码交付 数据报告软件 库存管理软件 node addon electron React umi,进行中 2024-03-03发布
https://www.zbj.com/xq/sjclrj/r4p4/?kw&osStr,开发API,https://www.zbj.com/xq/PBr3wUJOPqau97GE.html,待服务商报价,数据处理软件开发,我们公司有自建一套比较成熟的ERP，已接入AMAZON电商平台，现想再接入国内抖店API实现上架、订单、仓库管理等。有可以协助申请国内抖店API和发布应用的能人请联系我。 本公司已申请软著和ISO27001认证。,,进行中 2024-02-24发布
https://www.zbj.com/xq/sjclrj/r4p2/?kw&osStr,抖音直播插件,https://www.zbj.com/xq/cWxCXV45bcQB666G.html,3000元以内,数据处理软件开发,弹幕助手，抓取关键词打印,,进行中 2024-03-02发布
